 Acronym,Name,Link,Location,Submission deadline,Start date,Topics,Area
IWBOSE 2018,1st International Workshop on Blockchain Oriented Software Engineering,https://easychair.org/cfp/IWBOSE2018,"Campobasso, Italy",12-Jan-18,,"['software engineering', 'blockchains', 'cryptocurrencies', 'smart contracts']",Engineering
ICSERTA 2018,"International Congress on Solar Energy Research, Technology and Applications",https://easychair.org/cfp/icserta2018,"Ouarzazate, Morocco",,8-May-18,[],Engineering
SIGMA 2018,"International Conference on Signals, Machines and Automation",https://easychair.org/cfp/SIGMA-2018,"New Delhi, India",,23-Feb-18,"['intelligent tools and techniques', 'ai electrical']",Engineering
ICCSDET 2018,IEEE International Conference on Circuits and Systems in Digital Enterprise Technology,https://easychair.org/cfp/ICCSDET-2018,"Kottayam, India",6-Aug-18,21-Dec-18,"['computing systems', 'communication and electronics', 'electrical systems', 'control and instrumentation']",Engineering
INCITEST 2018,"International Conference On Informatics, Engineering, Science and Technology",https://easychair.org/cfp/INCITEST-2018,"Bandung, Indonesia",,9-May-18,"['informatics & information system', 'electrical & computer engineering', 'architecture & civil engineering', 'industrial engineering']",Engineering
hnkhcn2018@UT,Hội Ngh�?Khoa Học Công Ngh�?Lần Th�?IV,https://easychair.org/cfp/hnkhcn2018UT,"H�?Chí Minh, Viet Nam",18-Mar-18,15-May-18,['mechanical engineering'],Engineering
IWoCPS-2018,International Workshop on Cyber Physical Systems,https://easychair.org/cfp/IWoCPS-2018,"Bucharest, Romania",15-Jan-18,23-May-18,"['networked control systems', 'foundation of cps', 'architecture of cps', 'bigdata and cps']",Engineering
ECYPS2018,6th EUROMICRO/IEEE Workshop on Embedded and Cyber-Physical Systems,https://easychair.org/cfp/ECYPS2018,"Budva, Montenegro",28-Jan-18,11-Jun-18,"['cyber physical systems', 'iot', 'communication', 'control and information']",Engineering
MECO2018,7th Mediterranean Conference on Embedded Computing,https://easychair.org/cfp/MECO2018,"Budva, Montenegro",28-Jan-18,11-Jun-18,"['embedded systems', 'computing', 'internet of things', 'hardware and software']",Engineering
IC2IT 2018,The 14th International Conference on Computing and Information Technology,https://easychair.org/cfp/IC2IT2018,"Chiang Mai, Thailand",18-Mar-18,5-Jul-18,"['data science', 'machine learning', 'security', 'network']",Engineering
WOMCL2018,Workshop: Optimization Models for  City Logistics,https://easychair.org/cfp/WOMCL2018,"Medellín, Colombia",31-Jan-18,18-Apr-18,[],Engineering
AIIOE-18,Artificial Intelligence for the Internet of Everything (IOE),https://easychair.org/cfp/AIIOE-18,"Palo Alto, CA, United States",27-Oct-17,26-Mar-18,"['internet of things', 'internet of medical things', 'internet of battle things', 'internet of intelligent things']",Engineering
LATS2018,IEEE Latin-American Test Symposium,https://easychair.org/cfp/LATS2018,"São Paulo, Brazil",9-Dec-17,13-Mar-18,"['fault tolerance', 'security', 'mixed signal test', 'radiation test']",Engineering
ICIS-2018,International Conference on Intelligent Systems,https://easychair.org/cfp/ICIS-2018,"Kanchipuram, India",1-Apr-18,12-Jul-18,"['intelligent systems', 'digital image processing', 'human computer interaction']",Engineering
ICMSR 2018,2018 International Conference on Mechatronic Systems and Robots,https://easychair.org/cfp/ICMSR2018,"Singapore, Singapore",15-Feb-18,25-May-18,"['robots', 'manufacturing', 'mechatronic systems', 'material engineering']",Engineering
ICSIE 2018,2018 7th International Conference on Software and Information Engineering,https://easychair.org/cfp/ICSIE2018,"Cairo, Egypt",25-Jan-18,4-May-18,"['software engineering', 'information engineering', 'artificial intelligence', 'telecommunications']",Engineering
ICSSE 2018,2018 the International Conference on Software and Services Engineering,https://easychair.org/cfp/ICSSE2018,"Prague, Czech Republic",15-Feb-18,20-Apr-18,"['software engineering', 'computer engineering', 'management', 'services engineering']",Engineering
ICNMM 2018,"2018 International Conference on Nanomaterials, Materials and Manufacturing Engineering",https://easychair.org/cfp/ICNMM2018,"Chengdu, China",10-Feb-18,13-Apr-18,"['nanomaterials', 'materials', 'composites', 'manufacturing engineering']",Engineering
ICACER 2018,2018 3rd International Conference on Advances on Clean Energy Research,https://easychair.org/cfp/ICACER2018,"Barcelona, Spain",20-Jan-18,6-Apr-18,"['clean energy', 'smart grids', 'solar energy', 'ocean energy']",Engineering
ICRCE 2018,2018 International Conference on Renewable and Clean Energy,https://easychair.org/cfp/ICRCE2018,"Tokyo, Japan",30-Jan-18,30-Mar-18,"['renewable energy', 'clean energy', 'smart grids', 'solar energy']",Engineering
CPEEE 2018,"2018 International Conference on Power, Energy and Electrical Engineering",https://easychair.org/cfp/CPEEE2018,"Tokyo, Japan",5-Feb-18,30-Mar-18,"['power', 'energy', 'electrical engineering', 'education']",Engineering
ICMED 2018,2018 International Conference on Mechanical Engineering and Design,https://easychair.org/cfp/ICMED2018,"Langkawi, Malaysia",5-Jan-18,23-Mar-18,"['automation', 'industrial design', 'manufacturing technology', 'mechanics']",Engineering
ICKSE 2018,2018 4th International Conference on Knowledge and Software Engineering,https://easychair.org/cfp/ICKSE2018,"Istanbul, Turkey",5-Jan-18,24-Mar-18,"['knowledge acquisition', 'software engineering', 'mobile agents', 'modeling']",Engineering
ICNME 2018,The 6th  International Conference on Nanomaterials and Materials Engineering,https://easychair.org/cfp/ICNME2018,"Langkawi, Malaysia",5-Jan-18,23-Mar-18,"['nanomaterials', 'nanotechnology', 'biomaterials', 'materials engineering']",Engineering
ICINC 2018,"2018 International Conference on Information, Networks and Communications",https://easychair.org/cfp/ICINC2018,"Barcelona, Spain",15-Jan-18,9-Mar-18,"['mobile communication', 'networks', 'security issues', 'information']",Engineering
ICFIP 2018,2018 2nd International Conference on Frontiers of Image Processing,https://easychair.org/cfp/ICFIP2018,"Barcelona, Spain",15-Jan-18,9-Mar-18,"['image processing', 'signal processing', 'algorithms', 'data mining']",Engineering
ICIEE 2018,2018 7th International Conference on Information and Electronics Engineering,https://easychair.org/cfp/ICIEE2018,"Ho Chi Minh, Viet Nam",10-Jan-18,25-Feb-18,"['signal processing', 'electronics', 'communications', 'artificial intelligence']",Engineering
ICCAE 2018,2018 10th International Conference on Computer and Automation Engineering,https://easychair.org/cfp/ICCAE2018,"Brisbane, Australia",20-Dec-17,24-Feb-18,"['computer engineering', 'automation', 'multimedia', 'communication']",Engineering
ICWR-2018,4th International Conference on Water Resources,https://easychair.org/cfp/ICWR-2018,"Langkawi, Malaysia",30-May-18,27-Nov-18,"['watershed management', 'flood management', 'water supply and economics', 'coastal management']",Engineering
ICII 2018,2018 4th International Conference on Information Management and Industrial Engineering,https://easychair.org/cfp/ICII2018,"Cape Town, South Africa",10-Dec-17,10-Feb-18,"['information management', 'e business', 'management', 'information technology']",Engineering
ICOAE 2018,2018 2nd International Conference on Aerospace Engineering,https://easychair.org/cfp/ICOAE2018,"Seoul, South Korea",25-Nov-17,21-Jan-18,"['management', 'automation', 'robotics', 'mechatronics']",Engineering
ICMIMT 2018,2018 9th International Conference on Mechanical and Intelligent Manufacturing Technologies,https://easychair.org/cfp/ICMIMT2018,"Cape Town, South Africa",15-Dec-17,10-Feb-18,"['mechanical engineering', 'manufacturing technology', 'industrial design', 'materials engineering']",Engineering
ICFAT 2018,2018 2nd International Conference on Food and Agriculture Technologies,https://easychair.org/cfp/ICFAT2018,"Jeju, South Korea",30-Nov-17,18-Jan-18,"['biotechnology', 'food security', 'nanotechnology', 'energy in agriculture']",Engineering
ICMENS 2018,2018 the 2nd International Conference on Materials Engineering and Nano Sciences,https://easychair.org/cfp/ICMENS2018,"Hong Kong, Hong Kong",20-Nov-17,11-Jan-18,"['nanotechnology', 'manufacturing', 'materials engineering', 'nano sciences']",Engineering
ICTIE 2018,2018 International Conference on Telecommunications and Information Engineering,https://easychair.org/cfp/ICTIE2018,"Paris, France",5-Dec-17,2-Jan-18,"['communications', 'signal processing', 'information security', 'microwave and photonics track']",Engineering
ACMME 2018,2018 6th Asia Conference on Mechanical and Materials Engineering,https://easychair.org/cfp/ACMME2018,"Seoul, South Korea",15-Feb-18,15-Jun-18,"['mechanical engineering', 'composites', 'manufacturing processes', 'building materials']",Engineering
CEEPE 2018,"2018 Conference on Energy, Electrical and Power Engineering",https://easychair.org/cfp/CEEPE2018,"Seoul, South Korea",15-Feb-18,15-Jun-18,"['biomedical engineering', 'power system', 'electrical engineering', 'technology']",Engineering
ICMEN2018,2018 3rd International Conference on Materials Engineering and Nanotechnology,https://easychair.org/cfp/ICMEN2018,"Tokyo, Japan",30-Jan-18,19-Jul-18,"['nanotechnology', 'manufacturing', 'biotechnology', 'materials engineering']",Engineering
ICIM2018,2018 4th International Conference on Information Management,https://easychair.org/cfp/ICIM2018,"Oxford, UK",20-Feb-18,25-May-18,"['information management', 'technology', 'e business', 'economics']",Engineering
ICCDE2018,2018 International Conference on Computing and Data Engineering,https://easychair.org/cfp/ICCDE2018,"Shanghai, China",10-Feb-18,4-May-18,"['algorithms', 'data engineering', 'transaction processing', 'computer architecture']",Engineering
ICEEE 2018,2018 5th International Conference on Electrical and Electronics Engineering,https://easychair.org/cfp/ICEEE2018,"Istanbul, Turkey",25-Jan-18,3-May-18,"['electrical engineering', 'electronics engineering', 'signal processing', 'controls']",Engineering
SEBDS2018,Software Engineering Big Data Systems: Concepts and Techniques,https://easychair.org/cfp/SEBDS2018,,28-Feb-18,,"['software engineering', 'software engineering for big data', 'big data systems', 'concepts and techniques']",Engineering
RACT-5G-IoT 2018,Workshop on Recent Advances in Cellular Technologies and 5G for IoT Environments,https://easychair.org/cfp/RACT5GIoT2018,"Madeira, Portugal",15-Dec-17,,"['interference management in iot', 'energy efficient solutions iot networks', 'mac protocols for iot networks', 'green communication for iot networks']",Engineering
ICISE2018,2018 3rd International Conference on Information Systems Engineering,https://easychair.org/cfp/ICISE-2018,"Shanghai, China",10-Feb-18,4-May-18,"['architecture', 'generation', 'techniques', 'information systems engineering']",Engineering
ITST'2018,16th International Conference on Intelligent Transportation Systems Telecomunications,https://easychair.org/cfp/ITST2018,"Lisboa, Portugal",1-Feb-18,15-Oct-18,"['intelligent transport systems (its)', 'vehicle communications', 'protocols', 'network architectures']",Engineering
ICMAS 2018,2018 International Conference on Mechanical and Aerospace Systems,https://easychair.org/cfp/ICMAS2018,"Chengdu, China",26-Jan-18,16-Mar-18,"['mechanical', 'automation', 'robotics', 'aerospace systems']",Engineering
ICFIE 2018,2018 International Conference on Frontiers of Industrial Engineering,https://easychair.org/cfp/ICFIE2018,"Hong Kong, China",15-Jan-18,15-Mar-18,"['project management', 'manufacturing', 'industrial engineering', 'education and training']",Engineering
SIMS 2018,2nd International Symposium on Small-scale Intelligent Manufacturing Systems,https://easychair.org/cfp/SIMS2018,"Cavan, Ireland",15-Mar-18,16-Apr-18,"['industry 4.0', 'intelligent manufacturing', 'robotics and automation', 'logistics and life cycle management']",Engineering
ICIET2018,the 4th International Conference on Innovation Engineering Technology,https://easychair.org/cfp/ICIET2018,"Bali, Indonesia",31-Dec-17,15-Aug-18,"['robotics', 'environment', 'material', 'manufacturing']",Engineering
ICEII 2018,2018 8th International Conference on Environment and Industrial Innovation,https://easychair.org/cfp/ICEII2018,"Shanghai, China",15-Jan-18,27-Apr-18,"['health', 'industrial engineering', 'innovation', 'environmental dynamics']",Engineering
ICCOE 2018,2018 5th International Conference on Coastal and Ocean Engineering,https://easychair.org/cfp/ICCOE2018,"Shanghai, China",15-Jan-18,27-Apr-18,"['climate change', 'environment', 'coastal and ocean engineering', 'wastewater disposal']",Engineering
ICEMM 2018,2018 International Conference on Engineering Materials and Metallurgy,https://easychair.org/cfp/ICEMM2018,"Beijing, China",10-May-18,14-Sep-18,"['biomaterials', 'nanotechnology', 'engineering materials', 'metallurgy']",Engineering
ICMM 2018,The 2018 9th International Conference on Mechatronics and Manufacturing,https://easychair.org/cfp/ICMM2018,"Phuket Island, Thailand",25-Nov-17,27-Jan-18,"['mechatronics', 'manufacturing', 'methodology', 'modelling']",Engineering
ICMESM 2018,2018 3rd International Conference on Material Engineering and Smart Materials,https://easychair.org/cfp/ICMESM2018,"Okinawa, Japan",1-Mar-18,11-Aug-18,"['control', 'material engineering', 'smart materials', 'nanomaterial']",Engineering
ICDMM 2018,"2018 3rd International Conference on Design, Materials and Manufacturing",https://easychair.org/cfp/ICDMM2018,"Okinawa, Japan",25-Feb-18,11-Aug-18,"['design', 'materials', 'manufacturing', 'nanomaterials']",Engineering
ICICCT 2018,"Springer 3rd International Conference  on Information, Communication & Computing Technology",https://easychair.org/cfp/ICICCT-2018,"New Delhi, India",31-Dec-17,12-May-18,"['communication & network systems', 'emerging computing technologies']",Engineering
ICAISE 2018,2018 International Conference on Artificial Intelligence and Software Engineering,https://easychair.org/cfp/ICAISE2018,"Chengdu, China",20-Feb-18,26-May-18,"['artificial intelligence', 'software engineering', 'knowledge', 'computer science']",Engineering
ICRIC 2018,2018 International Conference on Robotics and Intelligent Control,https://easychair.org/cfp/ICRIC2018,"Nagoya, Japan",1-Mar-18,27-Apr-18,"['robotics', 'control', 'systems', 'artificial intelligent']",Engineering
HBU 2018,8th International Workshop on Human Behavior Understanding,https://easychair.org/cfp/hbu2018,"Xi'An, China",28-Jan-18,16-May-18,"['human computer interaction', 'multimodal interaction', 'smart cars', 'face analytics']",Engineering
ICKEM 2018,8th International Conference on Key Engineering Materials,https://easychair.org/cfp/ICKEM2018,"Osaka, Japan",15-Jan-18,16-Mar-18,"['biomaterials', 'civil engineering', 'nanotechnology', 'engineering materials']",Engineering
ICOAR 2018,2018 2nd International Conference on Automation and Robotics,https://easychair.org/cfp/ICOAR2018,"Maldives, Maldives",10-Jan-18,6-Mar-18,"['automation', 'robotics', 'modeling', 'control']",Engineering
FRUCT22,22nd Conference of Open Innovations Association FRUCT,https://easychair.org/cfp/FRUCT22,"Petrozavodsk, Russia",9-Feb-18,9-Apr-18,"['security and privacy', 'e healthcare and diagnostics', 'iot and smart spaces', 'advanced networking solutions']",Engineering
ICCET 2018,2018 International Conference on Communication Engineering and Technology,https://easychair.org/cfp/ICCET2018,"Singapore, Singapore",30-Dec-17,24-Feb-18,"['communication engineering', 'communication technology', 'multimedia', 'internet']",Engineering
ICMRE 2018,2018 4th International Conference on Mechatronics and Robotics Engineering,https://easychair.org/cfp/ICMRE2018,"Valenciennes, France",10-Dec-17,7-Feb-18,"['mechatronics', 'manufacturing', 'machine vision', 'robotics engineering']",Engineering
ICCRE2018,2018 3rd International Conference on Control and Robotics Engineering,https://easychair.org/cfp/ICCRE2018,"Nagoya, Japan",20-Jan-18,20-Apr-18,"['modeling', 'control science', 'robotics science', 'vision science']",Engineering
IC_ASET'2018,2nd International Conference on Advanced Systems and Electrical Technologies,https://easychair.org/cfp/ICASET-2018,"Hammamet, Tunisia",,22-Mar-18,"['communication engineering', 'embedded systems']",Engineering
ICISDM2018,2018 2nd International Conference on Information System and Data Mining,https://easychair.org/cfp/ICISDM2018,"Florida, DE, United States",20-Jan-18,9-Apr-18,"['data mining', 'software engineering', 'service system', 'database security']",Engineering
ICMSCE 2018,2018 2nd International Conference on Mechatronics Systems and Control Engineering,https://easychair.org/cfp/ICMSCE2018,"Amsterdam, Netherlands",20-Dec-17,21-Feb-18,"['communication', 'control', 'robotics', 'signal processing']",Engineering
ICCSSE 2018,2018 The 4th International Conference on Control Science and Systems Engineering,https://easychair.org/cfp/ICCSSE2018,"Wuhan, China",5-Apr-18,21-Aug-18,"['systems engineering', 'modeling', 'control systems', 'control science']",Engineering
ICSMA 2018,2018 International Conference on Smart Materials Analysis,https://easychair.org/cfp/ICSMA2018,"Singapore, Singapore",30-Nov-17,26-Jan-18,"['modeling', 'automation', 'materials properties', 'materials manufacturing and processing']",Engineering
ICAFM 2018,2018 The 3rd International Conference on Advanced Functional Materials,https://easychair.org/cfp/ICAFM2018,"San Francisco, CA, United States",2-Mar-18,3-Aug-18,"['electronic', 'biomaterials', 'composites', 'metallurgical science']",Engineering
ICCMME2018,2018 3rd International Conference on Composite Materials and Material Engineering,https://easychair.org/cfp/ICCMME2018,"Singapore, Singapore",30-Nov-17,26-Jan-18,"['manufacturing', 'composites', 'infrastructure', 'nanotechnologies']",Engineering
ICSMT 2018,2018 The 3rd International Conference on Smart Materials Technologies,https://easychair.org/cfp/ICSMT2018,"Moscow, Russia",25-Feb-18,21-Jun-18,"['manufacturing', 'biomaterials', 'methodology', 'smart materials']",Engineering
ICMSC 2018,"2018 2nd International Conference on Mechanical, System and Control Engineering",https://easychair.org/cfp/ICMSC2018,"Moscow, Russia",10-Feb-18,21-Jun-18,"['system engineering', 'control engineering', 'automation', 'manufacturing']",Engineering
ICET 2018,2018 IEEE International Conference on Electronics Technology,https://easychair.org/cfp/ICET2018,"Chengdu, China",20-Feb-18,23-May-18,"['smart grid', 'electronics technology', 'embedded technologies', 'power technology and engineering']",Engineering
ICNMS 2018,2018 6th International Conference on Nano and Materials Science,https://easychair.org/cfp/ICNMS2018,"Orlando, AR, United States",20-Nov-17,15-Jan-18,"['machining', 'manufacturing', 'nanomaterials', 'metrology and measurement']",Engineering
ICMRA 2018,"2018 International Conference on Mechatronics, Robotics and Automation",https://easychair.org/cfp/ICMRA2018,"Hefei, China",15-Feb-18,18-May-18,"['mechatronics', 'robotics', 'automation', 'manufacturing']",Engineering
ICDMA 2018,"The International Conference on Design, Manufacturing and Automation",https://easychair.org/cfp/ICDMA2018,"Guangdong, China",20-Feb-18,12-May-18,"['simulation', 'automation', 'design', 'manufacturing engineering']",Engineering
ICIEA 2018,The 5th International Conference on Industrial Engineering and Applications,https://easychair.org/cfp/ICIEA2018,"Singapore, Singapore",15-Feb-18,26-Apr-18,"['management', 'industrial engineering', 'manufacturing', 'safety']",Engineering
ICMVA 2018,2018 International Conference on Machine Vision and Applications,https://easychair.org/cfp/ICMVA2018,"Singapore, Singapore",8-Feb-18,23-Apr-18,"['algorithms', 'biomedical', 'multimedia', 'automation']",Engineering
ICMMD 2018,2018 The 2nd International Conference on Mechatronics and Mechanical Design,https://easychair.org/cfp/ICMMD2018,"Auckland, New Zealand",10-Feb-18,20-Apr-18,"['mechatronics', 'automation', 'manufacturing engineering', 'machine design']",Engineering
ICORAS 2018,4th International Conference on Robotic Automation Systems 2018,https://easychair.org/cfp/ICORAS2018,"Kuching, Malaysia",30-Mar-18,15-Oct-18,"['robotics', 'expert systems', 'mechatronics', 'automation systems']",Engineering
ICCAR 2018,"4th International Conference on Control, Automation and Robotics",https://easychair.org/cfp/ICCAR2018,"Auckland, New Zealand",10-Mar-18,20-Apr-18,"['control', 'industrial engineering', 'automation', 'robotics']",Engineering
ICBET 2018,2018 8th International Conference on Biomedical Engineering and Technology,https://easychair.org/cfp/ICBET2018,"Bali, Indonesia",5-Feb-18,23-Apr-18,"['bioinformatics', 'computational biology', 'biomedical engineering', 'biomechanics']",Engineering
IWSC 2018,12th International Workshop on Software Clones,https://easychair.org/cfp/iwsc2018,"Campobasso, Italy",12-Jan-18,20-Mar-18,"['software maintenance', 'software analysis', 'software evolution', 'software clones']",Engineering
NDES2018,Nord Design 2018,https://easychair.org/cfp/NDES2018,"Linköping, Sweden",18-Mar-18,14-Aug-18,"['design automation', 'mechanical engineering', 'product development', 'design']",Engineering
ICMDE 2018,2018 International Conference on Mechanical Design and Engineering,https://easychair.org/cfp/ICMDE2018,"Beijing, China",30-Jan-18,28-Mar-18,"['industrial', 'manufacturing', 'mechanics', 'design engineering']",Engineering
ICFEB 2018,2018 9th International Conference on Food Engineering and Biotechnology,https://easychair.org/cfp/ICFEB2018,"Okinawa, Japan",20-Jan-18,28-Mar-18,"['biotechnology', 'bioinformatics', 'electronics', 'microbiology']",Engineering
ICBAE 2018,The 2018 4th International Conference on Biotechnology and Agriculture Engineering,https://easychair.org/cfp/ICBAE2018,"Okinawa, Japan",20-Jan-18,28-Mar-18,"['food security', 'agricultural biotechnology', 'agro industry', 'ecological engineering']",Engineering
ICCUE 2018,2018 5th International Conference on Civil and Urban Engineering,https://easychair.org/cfp/ICCUE2018,"Barcelona, Spain",5-Jan-18,11-Mar-18,"['architecture', 'environmental engineering', 'urban engineering', 'transportation engineering']",Engineering
ICESE 2018,2018 8th International Conference on Environment Science and Engineering,https://easychair.org/cfp/ICESE2018,"Barcelona,, Spain",5-Jan-18,11-Mar-18,"['global warming', 'eco technology', 'environmental dynamics', 'physical oceanography']",Engineering
ICSEM 2018,2018 International Conference on Smart Engineering Materials,https://easychair.org/cfp/ICSEM2018,"Bucharest, Romania",15-Jan-18,7-Mar-18,"['composites', 'biomaterials', 'materials processing and handling', 'iron and steel']",Engineering
ICAMD 2018,"International Conference on Automation, Mechanical and Design Engineering",https://easychair.org/cfp/ICAMD2018,"Kuala Lumpur, Malaysia",5-Jan-18,17-Mar-18,"['automation', 'mechanics', 'robotics', 'design engineering']",Engineering
ICMMME 2018,"The 3rd International Conference on Manufacturing, Material and Metallurgical Engineering",https://easychair.org/cfp/ICMMME2018,"Kuala Lumpur,, Malaysia",5-Jan-18,17-Mar-18,"['manufacturing', 'information technology', 'nanotechnology', 'metallurgical engineering']",Engineering
ICMAA 2018,"2nd International Conference on Mechanical, Aeronautical and Automotive Engineering",https://easychair.org/cfp/ICMAA2018,"Singapore, Singapore",25-Dec-17,24-Feb-18,"['robotics', 'aerospace engineering', 'aeronautical engineering', 'automotive engineering']",Engineering
TFC2018,Triz Future Conference 2018,https://easychair.org/cfp/tfc2018,"Strasbourg, France",31-Jan-18,29-Oct-18,"['inventive design', 'artificial intelligence', 'industry 4.0', 'creativity']",Engineering
ICMEP 2018,2018 The 7th International Conference on Manufacturing Engineering and Process,https://easychair.org/cfp/ICMEP2018,"Barcelona, Spain",4-Dec-17,5-Feb-18,"['composite materials', 'physics', 'nanomaterials', 'manufacturing engineering']",Engineering
ICESD 2018,2018 9th International Conference on Environmental Science and Development,https://easychair.org/cfp/ICESD2018,"Paris, France",5-Dec-17,7-Feb-18,"['global warming', 'eco technology', 'biodiversity conservation', 'health and the environment']",Engineering
ICAFB 2018,"2018 International Conference on Agriculture, Food and Biotechnology",https://easychair.org/cfp/ICAFB2018,"Bangkok, Thailand",5-Dec-17,24-Jan-18,"['food safety', 'agricultural biotechnology', 'biochemical engineering', 'food process technology']",Engineering
ICSGA 2018,2018 International Conference on Sustainable Global Aquaculture,https://easychair.org/cfp/ICSGA2018,"Bangkok, Thailand",5-Dec-17,24-Jan-18,"['aquaculture economics', 'oceanography', 'aquaculture technology', 'fish biology']",Engineering
ICEBE 2018,2018 4th International Conference on Environment and Bio-Engineering,https://easychair.org/cfp/ICEBE2018,"Tokyo, Japan",30-Oct-17,18-Jan-18,"['global warming', 'biotechnology', 'bio engineering', 'climate and climatic changes']",Engineering
ICBBB 2018,"2018 8th International Conference on Bioscience, Biochemistry and Bioinformatics",https://easychair.org/cfp/ICBBB2018,"Tokyo, Japan",30-Oct-17,18-Jan-18,"['bioinformatics', 'biochemistry', 'biomedicine engineering', 'bioscience engineering']",Engineering
ICPPE 2018,2018 5th International Conference on Petroleum and Petrochemical Engineering,https://easychair.org/cfp/ICPPE2018,"Bali, Indonesia",20-Nov-17,14-Jan-18,"['petroleum and petrochemical engineering', 'environmental issues', 'petrochemicals', 'oil and gas diversification']",Engineering
ICMEA 2018,2018 International Conference on Materials Engineering and Applications,https://easychair.org/cfp/ICMEA2018,"Bali, Indonesia",20-Nov-17,14-Jan-18,"['nanomaterials', 'materials processing technology', 'materials properties', 'measuring methods']",Engineering
ICAMR 2018,2018 The 8th International Conference on Advanced Materials Research,https://easychair.org/cfp/ICAMR2018,"Fukuoka, Japan",16-Nov-17,20-Jan-18,"['composite materials', 'chemical engineering', 'nanotechnology', 'materials engineering']",Engineering
ICGCE 2018,2018 5th International Conference on Geological and Civil Engineering,https://easychair.org/cfp/ICGCE2018,"Phuket, Thailand",1-Nov-17,10-Jan-18,"['structural engineering', 'bridge engineering', 'geological engineering', 'coastal engineering']",Engineering
EECR 2018,"2018 International Conference On Electrical Engineering, Control And Robotics",https://easychair.org/cfp/EECR2018,"Chengdu, China",20-Nov-17,12-Jan-18,"['electrical engineering', 'control', 'robotics', 'nuclear energy']",Engineering
MACE 2018,The Second International Conference on Mechanical Automation and Control Engineering,https://easychair.org/cfp/MACE2018,"Manila, Philippines",15-Nov-17,5-Jan-18,"['control engineering', 'electronic', 'automation', 'machines and mechanical engineering']",Engineering
ICABT 2017,2017 5th International Conference on Agriculture and Biotechnology,https://easychair.org/cfp/ICABT2017,"Tokyo, Japan",1-Nov-17,27-Dec-17,"['biotechnology', 'energy and environment', 'bioprocess and biosystems']",Engineering
FSC2018,The 1st International Symposium on the Future of Security Controls,https://easychair.org/cfp/FSC2018,"Barcelona, Spain",,23-Apr-18,"['computer security', 'software defined networking', 'information security', 'network security']",Engineering
ICWE 2018,International Conference on Web Engineering,https://easychair.org/cfp/ICWE2018,"Caseres, Spain",26-Jan-18,5-Jun-18,"['web of things', 'web applications and infrastructure', 'human computation and crowdsourcing', 'big data and data analytics']",Engineering
MOCAST 2018,7th International Conference on Modern Circuits and Systems Technologies,https://easychair.org/cfp/MOCAST_2018,"Thessaloniki, Greece",23-Dec-17,7-May-18,"['embedded systems', 'analog and digital ciruits', 'communication systems', 'systems and apllications']",Engineering
MicDAT '2018,First International Conference on Microelectronic Devices and Technologies,https://easychair.org/cfp/MicDAT-2018,"Castelldefels, Spain",30-Apr-18,20-Jun-18,"['mems', 'vlsi', 'microelectronics', 'microelectronic technology']",Engineering
OPAL' 2018,"First International Conference on Optics, Photonics and Lasers",https://easychair.org/cfp/OPAL-2018,"Barcelona, Spain",30-Mar-18,9-May-18,"['optics', 'photonics', 'lasers', 'biophotonics']",Engineering
SEERTS 2018,Workshop on Software Engineering for Applied Embedded RealTime Systems,https://easychair.org/cfp/SEERTS-2018,"Ulm, Germany",14-Dec-17,6-Mar-18,"['real time systems', 'embedded systems', 'software engineering', 'automotive engineering']",Engineering
ISMI2018 + IEEE SMILE 2018,2018 International Symposium on Semiconductor Manufacturing Intelligence,https://easychair.org/cfp/ismi-smile2018,"Hsinchu, Taiwan",,7-Feb-18,"['intelligent manufacturing', 'artificial intelligence', 'big data', 'semiconductor manufacturing']",Engineering
ICLP 2018,International Conference on Logic Programming,https://easychair.org/cfp/iclp2018,"Oxford, UK",29-Jan-18,14-Jul-18,"['logic programming', 'constraint programming', 'answer set programming', 'declarative languages']",Engineering
Edutainment 2018,the 12th International Conference on E-learning and Games,https://easychair.org/cfp/Edutainment2018,"Xian, China",10-Jan-18,27-Jun-18,"['virtual reality and augmented reality', 'graphics imaging and applications', 'computer vision in edutainment', 'game rendering and animation']",Engineering
iCCECE '18,"International Conference on Computing, Electronics and Communications Engineering 2018",https://easychair.org/cfp/iccece18,"Southend, UK",31-May-18,16-Aug-18,[],Engineering
iCETiC �?8,International Conference on Emerging Technologies in Computing 2018,https://easychair.org/cfp/icetic18,"London, UK",,23-Aug-18,[],Engineering
DATICS-IMECS 2018,DATICS workshop in the International MultiConference of Engineers and Computer Scientists 2018,https://easychair.org/cfp/DATICS-IMECS-2018,"Hong Kong, Hong Kong",8-Dec-17,14-Mar-18,"['computer science', 'communications', 'information technology', 'circuits and systems']",Engineering
COSH2018,Co-Scheduling Workshop 2018,https://easychair.org/cfp/COSH2018,"Manchester, UK",27-Nov-17,23-Jan-18,"['scheduling', 'energy efficiency', 'exascale architectures', 'supercomputers']",Engineering
UNICODE-2018,"1st International Conference on Universal Computing, Communications and Data Engineering",https://easychair.org/cfp/unicode2018,"Tirupati, India",28-Dec-17,7-Feb-18,"['cloud computing', 'mobile cloud computing', 'big data', 'machine learning']",Engineering
WorldCIST_Workshops2018,WorldCist Workshops 2018 - 6th World Conference on Information Systems and Technologies,https://easychair.org/cfp/WorldCIST-Workshops2018,"Naples, Italy",26-Nov-17,27-Mar-18,"['information systems', 'computer science', 'information and communication technologies', 'artificial intelligence']",Engineering
